Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Metadata.Genres,Mean_length_completionist,Mean_length_main_story
Let's Tap,TRUE,1,TRUE,TRUE,Sega,TRUE,70,0.06,17.95,Nintendo Wii,E,2008,Simulation,0,0
NHL 2K9,TRUE,1,TRUE,TRUE,2K,TRUE,65,0.06,14.95,Nintendo Wii,T,2008,Sports,0,0
Conflict: Denied Ops,TRUE,4,TRUE,TRUE,Eidos,TRUE,51,0.05,17.95,PlayStation 3,E,2008,Action,0,5.783333333
Worms: A Space Oddity,TRUE,4,TRUE,TRUE,THQ,TRUE,64,0.05,17.95,Nintendo Wii,M,2008,Action,0,0
UEFA Euro 2008,TRUE,4,TRUE,TRUE,EA,TRUE,80,0.05,14.95,X360,M,2008,Sports,0,0
Overlord: Raising Hell,TRUE,2,TRUE,TRUE,,TRUE,72,0.05,17.95,PlayStation 3,T,2008,Action,38.61666667,11.23333333
Battle Fantasia,TRUE,2,TRUE,TRUE,,TRUE,71,0.05,22.95,X360,M,2008,Action,0,1.133333333
Bangai-O Spirits,TRUE,1,TRUE,TRUE,,TRUE,83,0.05,14.95,Nintendo DS,M,2008,Action,20,8
Dungeon Explorer: Warriors of Ancient Arts,TRUE,1,TRUE,TRUE,,TRUE,60,0.05,17.95,Nintendo DS,M,2008,Action,0,12.58333333
From the Abyss,TRUE,1,TRUE,TRUE,,TRUE,60,0.05,19.95,Nintendo DS,T,2008,Action,19,6.083333333
New International Track & Field,TRUE,1,TRUE,TRUE,Konami,TRUE,73,0.05,14.95,Nintendo DS,M,2008,Action,0,0
Soul Bubbles,TRUE,1,TRUE,TRUE,Eidos,TRUE,78,0.05,14.95,Nintendo DS,T,2008,Strategy,9.483333333,6
Tropix!,TRUE,1,TRUE,TRUE,,TRUE,59,0.05,23.95,Nintendo DS,M,2008,Action,0,0
Unsolved Crimes,TRUE,1,TRUE,TRUE,,TRUE,66,0.05,17.95,Nintendo DS,T,2008,Action,0,0
Zubo,TRUE,1,TRUE,TRUE,EA,TRUE,75,0.05,14.95,Nintendo DS,E,2008,Adventure,0,0
Ford Racing Off Road,TRUE,1,TRUE,TRUE,,TRUE,47,0.05,12.95,Sony PSP,M,2008,Racing,0,0
Harvey Birdman: Attorney at Law,TRUE,1,TRUE,TRUE,Capcom,TRUE,62,0.05,14.95,Sony PSP,M,2008,Adventure,7.066666667,3.85
Secret Agent Clank,TRUE,1,TRUE,TRUE,Sony,TRUE,72,0.05,23.95,Sony PSP,M,2008,Action,0,7.716666667
Space Invaders Extreme,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,84,0.05,16.95,Sony PSP,M,2008,Action,0,0
Armored Core: For Answer,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,62,0.05,29.95,PlayStation 3,M,2008,Action,272.5,10.25
Legendary,TRUE,1,TRUE,TRUE,Atari,TRUE,50,0.05,19.95,PlayStation 3,E,2008,Action,6.683333333,5.283333333
Agatha Christie: Evil Under the Sun,TRUE,1,TRUE,TRUE,,TRUE,46,0.05,17.95,Nintendo Wii,M,2008,Adventure,6,9.25
Agatha Christie: And Then There Were None,TRUE,1,TRUE,TRUE,,TRUE,50,0.05,17.95,Nintendo Wii,M,2008,Adventure,9.5,7.166666667
Armored Core: For Answer,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,64,0.05,24.95,X360,T,2008,Action,272.5,10.25
Cradle of Rome,TRUE,1,TRUE,TRUE,,TRUE,63,0.04,17.95,Nintendo DS,E,2008,Strategy,0,0
The Dark Spire,TRUE,1,TRUE,TRUE,,TRUE,69,0.04,24.95,Nintendo DS,T,2008,Adventure,51.51666667,27.91666667
"Flower, Sun and Rain",TRUE,1,TRUE,TRUE,,TRUE,54,0.04,23.95,Nintendo DS,M,2008,Adventure,7.5,11.91666667
Insecticide,TRUE,1,TRUE,TRUE,,TRUE,55,0.04,12.95,Nintendo DS,T,2008,Action,0,3.7
Izuna 2: The Unemployed Ninja Returns,TRUE,1,TRUE,TRUE,,TRUE,65,0.04,17.95,Nintendo DS,E,2008,Role-Playing,0,13.25
Looney Tunes: Cartoon Conductor,TRUE,1,TRUE,TRUE,Eidos,TRUE,67,0.04,13.95,Nintendo DS,M,2008,Action,5.5,4
Nanostray 2,TRUE,1,TRUE,TRUE,,TRUE,75,0.04,12.95,Nintendo DS,M,2008,Action,0,3
Hellboy: The Science of Evil,TRUE,1,TRUE,TRUE,Konami,TRUE,42,0.04,14.95,Sony PSP,E,2008,Action,0,0
Pipe Mania,TRUE,1,TRUE,TRUE,,TRUE,74,0.04,12.95,Sony PSP,T,2008,Strategy,0,0
UEFA Euro 2008,TRUE,1,TRUE,TRUE,EA,TRUE,68,0.04,19.95,Sony PSP,E,2008,Sports,0,0
Vampire Rain,TRUE,1,TRUE,TRUE,,TRUE,30,0.04,24.95,PlayStation 3,E,2008,Action,0,10.88333333
Baroque,TRUE,1,TRUE,TRUE,,TRUE,50,0.04,19.95,Nintendo Wii,T,2008,Action,0,7.783333333
Supreme Commander,TRUE,1,TRUE,TRUE,,TRUE,56,0.04,17.95,X360,T,2008,Strategy,40.36666667,19.6
Hail to the Chimp,TRUE,4,TRUE,TRUE,,TRUE,52,0.03,16.95,X360,M,2008,Action,0,0
Assassin's Creed: Altar's Chronicles,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,58,0.03,11.95,Nintendo DS,T,2008,Action,5.05,5.183333333
The Legend of Kage 2,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,70,0.03,14.95,Nintendo DS,E,2008,Action,0,3.333333333
Rhapsody: A Musical Adventure,TRUE,1,TRUE,TRUE,,TRUE,67,0.03,12.95,Nintendo DS,M,2008,Role-Playing,13.13333333,9.65
Secret Files: Tunguska,TRUE,1,TRUE,TRUE,,TRUE,71,0.03,17.95,Nintendo DS,M,2008,Adventure,12.05,8.8
Fading Shadows,TRUE,1,TRUE,TRUE,,TRUE,62,0.03,17.95,Sony PSP,E,2008,Action,0,0
Hail to the Chimp,TRUE,1,TRUE,TRUE,,TRUE,51,0.03,15.95,PlayStation 3,M,2008,Action,0,0
Secret Files: Tunguska,TRUE,2,TRUE,TRUE,,TRUE,64,0.02,17.95,Nintendo Wii,M,2008,Adventure,12.05,8.8
Chicken Hunter,TRUE,1,TRUE,TRUE,,TRUE,39,0.02,17.95,Nintendo DS,T,2008,Action,1.5,0
